@relation handgrasp_object_detection

@attribute T_y real
@attribute T_p real
@attribute T_r real
@attribute I_y real
@attribute I_p real
@attribute I_r real
@attribute M_y real
@attribute M_p real
@attribute M_r real
@attribute R_y real
@attribute R_p real
@attribute R_r real
@attribute P_y real
@attribute P_p real
@attribute P_r real
@attribute B_y real
@attribute B_p real
@attribute B_r real
@attribute Class {bottle_hold,pen_hold,cup_carry,phone_answer,unleash_pen,screw_driver}

@data
234.39, 76.62, -18.74, 215.93, 68.81, -6.67, 201.38, -28.49, 3.97, 244.88, 58.83, 3.58,232.36, 78.99, -49.89,247.01, 63.99, -64.45,bottle_hold
234.37, 76.63, -18.67, 215.86, 68.83, -6.63, 201.35, -28.54, 3.95, 244.83, 58.85, 3.53,232.29, 78.99, -49.93,247.00, 63.98, -64.45,bottle_hold
234.10, 76.62, -18.91, 215.62, 68.84, -6.79, 201.35, -28.52, 3.94, 244.78, 58.87, 3.50,232.24, 78.98, -49.94,246.97, 63.98, -64.49,bottle_hold
234.04, 76.62, -18.91, 215.53, 68.86, -6.76, 201.33, -28.51, 3.93, 244.68, 58.91, 3.40,232.14, 78.98, -50.03,246.95, 63.98, -64.51,bottle_hold
233.95, 76.61, -18.95, 215.47, 68.88, -6.69, 201.32, -28.51, 3.92, 244.64, 58.91, 3.38,232.14, 78.97, -49.99,246.94, 63.99, -64.52,bottle_hold
233.83, 76.61, -19.01, 215.28, 68.88, -6.74, 201.28, -28.49, 3.92, 244.66, 58.86, 3.47,232.13, 78.97, -50.00,246.93, 64.00, -64.53,bottle_hold
233.74, 76.62, -19.04, 215.22, 68.92, -6.62, 201.25, -28.50, 3.90, 244.55, 58.87, 3.36,232.17, 78.96, -49.93,246.94, 63.98, -64.50,bottle_hold
233.80, 76.63, -18.87, 215.15, 68.90, -6.55, 201.22, -28.53, 3.86, 244.51, 58.85, 3.34,232.06, 78.96, -49.99,246.92, 63.99, -64.51,bottle_hold
233.70, 76.64, -18.89, 214.97, 68.88, -6.61, 201.21, -28.52, 3.84, 244.51, 58.82, 3.37,231.83, 78.97, -50.19,246.90, 63.99, -64.55,bottle_hold
233.51, 76.63, -19.04, 214.75, 68.90, -6.76, 201.22, -28.50, 3.84, 244.47, 58.80, 3.37,231.70, 79.00, -50.32,246.89, 63.99, -64.54,bottle_hold
233.38, 76.66, -19.12, 214.44, 68.91, -6.97, 201.20, -28.51, 3.84, 244.52, 58.75, 3.49,231.77, 78.98, -50.20,246.87, 64.00, -64.57,bottle_hold
233.40, 76.67, -19.02, 214.10, 68.95, -7.23, 201.21, -28.50, 3.82, 244.43, 58.79, 3.39,231.86, 78.96, -50.07,246.86, 63.99, -64.59,bottle_hold
233.35, 76.67, -19.01, 213.97, 68.96, -7.25, 201.19, -28.51, 3.82, 244.48, 58.76, 3.53,231.96, 78.95, -49.95,246.85, 64.01, -64.60,bottle_hold
233.31, 76.68, -18.97, 213.79, 68.95, -7.31, 201.18, -28.53, 3.82, 244.46, 58.75, 3.56,231.88, 78.97, -50.01,246.85, 64.00, -64.59,bottle_hold
233.12, 76.69, -19.11, 213.64, 68.94, -7.34, 201.17, -28.53, 3.80, 244.41, 58.79, 3.53,231.81, 78.97, -50.07,246.82, 64.01, -64.63,bottle_hold
232.97, 76.69, -19.18, 213.48, 68.94, -7.40, 201.16, -28.52, 3.78, 244.36, 58.78, 3.51,231.87, 78.96, -49.98,246.82, 64.01, -64.62,bottle_hold
232.94, 76.70, -19.15, 213.41, 68.96, -7.32, 201.14, -28.54, 3.79, 244.31, 58.83, 3.46,231.85, 78.97, -49.97,246.83, 64.00, -64.61,bottle_hold
232.82, 76.72, -19.22, 213.20, 68.95, -7.46, 201.13, -28.52, 3.79, 244.25, 58.88, 3.41,231.71, 78.99, -50.11,246.83, 64.01, -64.61,bottle_hold
232.73, 76.73, -19.25, 212.98, 68.92, -7.61, 201.11, -28.54, 3.78, 244.26, 58.86, 3.48,231.71, 78.99, -50.06,246.81, 64.00, -64.63,bottle_hold
232.64, 76.72, -19.27, 212.87, 68.92, -7.62, 201.11, -28.57, 3.78, 244.21, 58.90, 3.44,231.82, 78.97, -49.91,246.80, 64.00, -64.64,bottle_hold
232.51, 76.72, -19.34, 212.69, 68.93, -7.69, 201.08, -28.57, 3.78, 244.17, 58.92, 3.43,231.86, 78.96, -49.84,246.77, 64.01, -64.66,bottle_hold
232.45, 76.72, -19.33, 212.48, 68.97, -7.81, 201.08, -28.58, 3.76, 244.09, 58.94, 3.37,231.75, 78.96, -49.90,246.75, 64.00, -64.68,bottle_hold
232.50, 76.72, -19.20, 212.25, 68.99, -7.98, 201.07, -28.58, 3.75, 244.04, 58.98, 3.31,231.77, 78.96, -49.83,246.77, 63.99, -64.65,bottle_hold
232.43, 76.71, -19.24, 212.08, 68.96, -8.06, 201.06, -28.59, 3.73, 244.01, 59.00, 3.29,231.81, 78.94, -49.74,246.79, 63.97, -64.63,bottle_hold
232.48, 76.71, -19.13, 211.94, 68.98, -8.10, 201.05, -28.61, 3.71, 243.98, 58.98, 3.27,231.87, 78.93, -49.63,246.78, 63.97, -64.63,bottle_hold
232.55, 76.69, -18.97, 211.82, 69.05, -8.10, 201.04, -28.63, 3.69, 243.92, 58.96, 3.20,231.85, 78.93, -49.60,246.77, 63.96, -64.64,bottle_hold
232.48, 76.70, -18.97, 211.47, 69.06, -8.36, 201.02, -28.66, 3.71, 243.91, 58.97, 3.25,232.09, 78.90, -49.27,246.79, 63.93, -64.59,bottle_hold
232.42, 76.70, -18.97, 211.46, 69.05, -8.23, 201.01, -28.70, 3.68, 243.86, 58.97, 3.23,232.06, 78.89, -49.17,246.75, 63.93, -64.63,bottle_hold
232.32, 76.72, -18.98, 211.28, 69.04, -8.34, 201.00, -28.70, 3.66, 243.84, 58.97, 3.22,232.13, 78.84, -48.96,246.70, 63.94, -64.67,bottle_hold
232.15, 76.72, -19.09, 211.19, 69.06, -8.30, 200.98, -28.68, 3.66, 243.78, 59.02, 3.15,232.10, 78.82, -48.90,246.68, 63.95, -64.70,bottle_hold
232.02, 76.75, -19.18, 211.13, 69.09, -8.22, 200.97, -28.66, 3.65, 243.83, 59.00, 3.26,232.02, 78.82, -48.94,246.66, 63.95, -64.72,bottle_hold
232.17, 76.74, -18.94, 211.04, 69.09, -8.20, 200.97, -28.66, 3.64, 243.86, 58.97, 3.35,232.05, 78.81, -48.88,246.66, 63.95, -64.73,bottle_hold
232.11, 76.72, -18.94, 210.87, 69.08, -8.25, 200.95, -28.66, 3.62, 243.85, 58.95, 3.37,231.93, 78.80, -48.98,246.65, 63.94, -64.74,bottle_hold
232.03, 76.72, -18.94, 210.86, 69.10, -8.11, 200.93, -28.68, 3.60, 243.80, 58.89, 3.36,231.94, 78.81, -48.94,246.64, 63.94, -64.74,bottle_hold
231.97, 76.76, -18.92, 210.61, 69.10, -8.26, 200.90, -28.68, 3.61, 243.82, 58.87, 3.43,231.89, 78.83, -48.97,246.65, 63.93, -64.72,bottle_hold
231.88, 76.77, -18.95, 210.53, 69.12, -8.22, 200.87, -28.67, 3.61, 243.76, 58.89, 3.39,231.85, 78.83, -49.00,246.64, 63.94, -64.73,bottle_hold
231.72, 76.75, -19.07, 210.51, 69.14, -8.10, 200.85, -28.67, 3.60, 243.69, 58.89, 3.32,231.75, 78.85, -49.08,246.65, 63.94, -64.72,bottle_hold
231.74, 76.75, -18.98, 210.51, 69.16, -7.94, 200.81, -28.69, 3.62, 243.68, 58.85, 3.39,231.81, 78.84, -48.97,246.63, 63.95, -64.74,bottle_hold
231.68, 76.74, -18.95, 210.51, 69.14, -7.80, 200.80, -28.72, 3.61, 243.68, 58.81, 3.44,231.73, 78.84, -49.02,246.57, 63.94, -64.78,bottle_hold
231.37, 76.77, -19.20, 210.27, 69.20, -7.93, 200.79, -28.71, 3.60, 243.61, 58.84, 3.39,231.74, 78.85, -48.97,246.54, 63.96, -64.79,bottle_hold
231.32, 76.80, -19.17, 210.24, 69.26, -7.83, 200.76, -28.68, 3.61, 243.54, 58.87, 3.33,231.75, 78.83, -48.94,246.53, 63.96, -64.79,bottle_hold
231.30, 76.80, -19.12, 210.07, 69.28, -7.84, 200.75, -28.67, 3.60, 243.51, 58.91, 3.30,231.93, 78.80, -48.71,246.51, 63.96, -64.79,bottle_hold
231.17, 76.78, -19.20, 209.80, 69.27, -8.01, 200.74, -28.65, 3.59, 243.55, 58.86, 3.40,231.93, 78.79, -48.66,246.47, 63.97, -64.82,bottle_hold
231.14, 76.75, -19.17, 209.56, 69.31, -8.16, 200.74, -28.67, 3.58, 243.48, 58.89, 3.32,231.84, 78.81, -48.76,246.46, 63.98, -64.83,bottle_hold
231.03, 76.75, -19.21, 209.48, 69.31, -8.11, 200.72, -28.65, 3.57, 243.46, 58.91, 3.32,231.67, 78.83, -48.91,246.43, 63.98, -64.86,bottle_hold
322.69, 57.14, 173.35, 268.95, 73.95, 143.24, 182.38, -16.08, 54.82, 210.97, 37.62, 68.47,129.89, 78.19, -22.42,216.35, 66.83, -42.76,pen_hold
322.68, 57.15, 173.36, 268.86, 73.95, 143.17, 182.40, -16.08, 54.84, 210.96, 37.62, 68.46,129.83, 78.17, -22.43,216.28, 66.82, -42.83,pen_hold
322.64, 57.15, 173.35, 268.78, 73.97, 143.12, 182.41, -16.07, 54.84, 210.94, 37.61, 68.44,129.59, 78.01, -22.65,216.34, 66.81, -42.72,pen_hold
322.63, 57.14, 173.39, 268.84, 73.97, 143.20, 182.42, -16.05, 54.83, 210.94, 37.64, 68.45,129.38, 78.10, -22.73,216.31, 66.84, -42.73,pen_hold
322.65, 57.15, 173.46, 268.96, 73.98, 143.35, 182.45, -16.04, 54.84, 210.95, 37.68, 68.47,129.14, 78.09, -22.93,216.29, 66.86, -42.75,pen_hold
322.60, 57.15, 173.44, 268.88, 73.98, 143.27, 182.49, -16.05, 54.86, 210.95, 37.64, 68.46,129.45, 78.08, -22.57,216.22, 66.81, -42.85,pen_hold
322.51, 57.15, 173.36, 268.71, 73.97, 143.09, 182.52, -16.07, 54.86, 210.94, 37.60, 68.43,129.44, 77.94, -22.54,216.15, 66.79, -42.92,pen_hold
322.47, 57.15, 173.35, 268.73, 73.99, 143.12, 182.54, -16.05, 54.86, 210.95, 37.66, 68.44,129.27, 78.04, -22.63,216.10, 66.82, -42.96,pen_hold
322.47, 57.16, 173.39, 268.82, 73.99, 143.22, 182.57, -16.04, 54.88, 210.96, 37.70, 68.44,129.11, 77.96, -22.80,216.05, 66.81, -43.02,pen_hold
322.45, 57.16, 173.39, 268.74, 74.01, 143.14, 182.60, -16.05, 54.89, 210.94, 37.69, 68.40,129.30, 77.96, -22.53,216.00, 66.78, -43.07,pen_hold
322.38, 57.14, 173.33, 268.59, 73.99, 142.99, 182.63, -16.05, 54.89, 210.92, 37.65, 68.37,129.14, 77.88, -22.66,215.99, 66.78, -43.05,pen_hold
322.35, 57.14, 173.35, 268.65, 74.00, 143.07, 182.64, -16.04, 54.90, 210.92, 37.68, 68.38,129.00, 77.89, -22.72,215.98, 66.80, -43.05,pen_hold
322.31, 57.12, 173.36, 268.63, 74.00, 143.09, 182.65, -16.03, 54.90, 210.92, 37.69, 68.38,128.90, 77.85, -22.79,216.01, 66.80, -43.02,pen_hold
322.32, 57.12, 173.39, 268.55, 74.00, 143.04, 182.68, -16.02, 54.91, 210.92, 37.70, 68.36,128.89, 77.81, -22.75,215.96, 66.79, -43.07,pen_hold
322.25, 57.14, 173.36, 268.45, 73.99, 142.96, 182.71, -16.03, 54.93, 210.92, 37.69, 68.34,128.83, 77.78, -22.75,215.95, 66.78, -43.07,pen_hold
322.26, 57.15, 173.41, 268.52, 74.01, 143.04, 182.72, -16.01, 54.93, 210.91, 37.72, 68.34,128.79, 77.79, -22.71,215.97, 66.77, -43.04,pen_hold
322.21, 57.15, 173.38, 268.42, 74.00, 142.98, 182.75, -16.02, 54.94, 210.90, 37.68, 68.33,128.73, 77.67, -22.80,215.93, 66.76, -43.06,pen_hold
322.17, 57.15, 173.38, 268.41, 74.00, 142.98, 182.76, -16.00, 54.94, 210.89, 37.68, 68.32,128.58, 77.61, -22.93,215.94, 66.75, -43.05,pen_hold
322.17, 57.16, 173.42, 268.42, 74.00, 143.02, 182.78, -15.98, 54.96, 210.89, 37.68, 68.34,128.50, 77.59, -22.99,215.91, 66.77, -43.06,pen_hold
322.15, 57.15, 173.46, 268.41, 74.01, 143.04, 182.79, -15.97, 54.96, 210.87, 37.69, 68.34,128.28, 77.56, -23.19,215.93, 66.79, -43.01,pen_hold
322.16, 57.16, 173.51, 268.39, 74.02, 143.04, 182.81, -15.97, 54.97, 210.86, 37.69, 68.35,128.22, 77.57, -23.20,215.93, 66.78, -43.00,pen_hold
322.14, 57.17, 173.52, 268.30, 74.02, 142.99, 182.81, -15.98, 54.98, 210.84, 37.66, 68.34,128.14, 77.53, -23.25,215.97, 66.77, -42.91,pen_hold
322.10, 57.16, 173.53, 268.05, 74.02, 142.77, 182.81, -15.99, 54.97, 210.79, 37.65, 68.31,128.06, 77.52, -23.30,215.96, 66.77, -42.90,pen_hold
322.04, 57.17, 173.50, 267.86, 74.02, 142.59, 182.83, -16.00, 54.98, 210.78, 37.60, 68.31,128.13, 77.50, -23.21,215.93, 66.74, -42.93,pen_hold
321.97, 57.18, 173.45, 267.69, 74.02, 142.45, 182.86, -16.01, 55.00, 210.76, 37.58, 68.29,128.10, 77.52, -23.22,215.92, 66.72, -42.92,pen_hold
321.95, 57.18, 173.46, 267.74, 74.04, 142.52, 182.87, -15.99, 55.00, 210.76, 37.62, 68.29,127.89, 77.53, -23.41,215.87, 66.75, -42.96,pen_hold
321.97, 57.19, 173.52, 267.78, 74.05, 142.57, 182.88, -15.99, 55.00, 210.75, 37.61, 68.28,128.01, 77.54, -23.24,215.86, 66.73, -42.96,pen_hold
321.89, 57.20, 173.47, 267.59, 74.03, 142.41, 182.91, -16.02, 55.01, 210.73, 37.54, 68.27,128.16, 77.52, -23.06,215.78, 66.71, -43.03,pen_hold
321.87, 57.23, 173.46, 267.56, 74.03, 142.40, 182.91, -16.02, 55.02, 210.72, 37.54, 68.27,127.99, 77.60, -23.18,215.74, 66.73, -43.05,pen_hold
321.89, 57.23, 173.53, 267.65, 74.04, 142.53, 182.92, -15.99, 55.02, 210.71, 37.56, 68.26,127.79, 77.64, -23.35,215.74, 66.76, -43.03,pen_hold
321.87, 57.22, 173.55, 267.72, 74.07, 142.60, 182.93, -15.99, 55.01, 210.72, 37.55, 68.27,127.91, 77.67, -23.19,215.76, 66.72, -43.01,pen_hold
321.80, 57.23, 173.49, 267.55, 74.06, 142.45, 182.95, -16.01, 55.03, 210.70, 37.53, 68.23,127.96, 77.59, -23.11,215.71, 66.71, -43.05,pen_hold
321.80, 57.23, 173.53, 267.59, 74.09, 142.51, 182.98, -15.97, 55.04, 210.70, 37.56, 68.22,127.73, 77.64, -23.30,215.71, 66.74, -43.06,pen_hold
321.76, 57.21, 173.55, 267.65, 74.12, 142.58, 183.00, -15.94, 55.05, 210.71, 37.59, 68.20,127.72, 77.64, -23.27,215.75, 66.73, -43.00,pen_hold
321.70, 57.22, 173.51, 267.49, 74.12, 142.41, 183.03, -15.96, 55.08, 210.69, 37.54, 68.19,127.98, 77.65, -22.96,215.70, 66.69, -43.06,pen_hold
321.63, 57.21, 173.47, 267.34, 74.11, 142.29, 183.06, -15.97, 55.08, 210.68, 37.52, 68.18,127.87, 77.57, -23.05,215.66, 66.69, -43.09,pen_hold
321.63, 57.22, 173.50, 267.39, 74.12, 142.36, 183.07, -15.96, 55.08, 210.69, 37.54, 68.21,127.69, 77.59, -23.20,215.65, 66.72, -43.08,pen_hold
321.65, 57.23, 173.56, 267.48, 74.11, 142.47, 183.08, -15.94, 55.09, 210.70, 37.56, 68.20,127.60, 77.60, -23.27,215.65, 66.73, -43.07,pen_hold
321.60, 57.23, 173.54, 267.40, 74.13, 142.39, 183.11, -15.96, 55.10, 210.70, 37.54, 68.17,127.67, 77.48, -23.26,215.61, 66.70, -43.12,pen_hold
321.56, 57.22, 173.52, 267.35, 74.14, 142.36, 183.13, -15.95, 55.10, 210.70, 37.55, 68.14,127.59, 77.50, -23.29,215.58, 66.70, -43.13,pen_hold
321.57, 57.21, 173.57, 267.45, 74.15, 142.49, 183.13, -15.92, 55.10, 210.73, 37.61, 68.06,127.41, 77.58, -23.40,215.55, 66.75, -43.15,pen_hold
321.58, 57.22, 173.63, 267.60, 74.15, 142.67, 183.15, -15.89, 55.10, 210.75, 37.65, 68.00,127.50, 77.61, -23.27,215.50, 66.75, -43.22,pen_hold
321.50, 57.22, 173.57, 267.48, 74.14, 142.55, 183.19, -15.91, 55.11, 210.76, 37.63, 67.96,127.74, 77.59, -22.98,215.48, 66.72, -43.22,pen_hold
321.47, 57.22, 173.56, 267.42, 74.17, 142.48, 183.20, -15.91, 55.12, 210.75, 37.62, 67.98,127.61, 77.55, -23.09,215.44, 66.72, -43.25,pen_hold
321.46, 57.21, 173.60, 267.45, 74.19, 142.55, 183.20, -15.88, 55.12, 210.74, 37.65, 67.98,127.33, 77.62, -23.29,215.49, 66.77, -43.16,pen_hold
321.48, 57.21, 173.67, 267.58, 74.17, 142.71, 183.22, -15.86, 55.12, 210.75, 37.66, 68.00,127.15, 77.58, -23.47,215.50, 66.77, -43.14,pen_hold
321.40, 57.21, 173.62, 267.46, 74.17, 142.60, 183.24, -15.84, 55.13, 210.72, 37.61, 67.99,127.41, 77.57, -23.15,215.51, 66.72, -43.11,pen_hold
321.35, 57.19, 173.60, 267.43, 74.17, 142.60, 183.25, -15.83, 55.14, 210.72, 37.62, 68.01,127.10, 77.58, -23.41,215.53, 66.76, -43.05,pen_hold
321.39, 57.20, 173.69, 267.56, 74.18, 142.77, 183.25, -15.81, 55.14, 210.73, 37.66, 68.03,126.88, 77.58, -23.60,215.49, 66.79, -43.08,pen_hold
321.40, 57.20, 173.75, 267.62, 74.20, 142.84, 183.26, -15.82, 55.15, 210.73, 37.68, 68.01,126.78, 77.52, -23.72,215.52, 66.78, -43.02,pen_hold
321.37, 57.21, 173.72, 267.46, 74.19, 142.69, 183.29, -15.85, 55.15, 210.74, 37.68, 68.00,127.07, 77.55, -23.37,215.53, 66.72, -43.01,pen_hold
321.32, 57.23, 173.68, 267.31, 74.21, 142.54, 183.32, -15.86, 55.16, 210.72, 37.71, 67.93,127.20, 77.62, -23.20,215.47, 66.71, -43.06,pen_hold
321.30, 57.23, 173.68, 267.29, 74.21, 142.54, 183.33, -15.83, 55.17, 210.72, 37.72, 67.93,126.95, 77.60, -23.43,215.47, 66.72, -43.05,pen_hold
321.27, 57.22, 173.68, 267.22, 74.22, 142.48, 183.34, -15.83, 55.17, 210.70, 37.70, 67.92,126.91, 77.49, -23.49,215.46, 66.70, -43.04,pen_hold
321.18, 57.23, 173.62, 267.11, 74.21, 142.38, 183.36, -15.85, 55.16, 210.70, 37.68, 67.92,126.91, 77.45, -23.48,215.49, 66.68, -42.99,pen_hold
321.17, 57.25, 173.63, 267.09, 74.21, 142.39, 183.37, -15.84, 55.17, 210.69, 37.68, 67.92,126.86, 77.52, -23.47,215.48, 66.71, -42.97,pen_hold
321.19, 57.25, 173.69, 267.15, 74.22, 142.48, 183.39, -15.82, 55.18, 210.69, 37.70, 67.94,126.84, 77.57, -23.44,215.48, 66.71, -42.96,pen_hold
321.15, 57.25, 173.67, 267.09, 74.22, 142.43, 183.41, -15.83, 55.19, 210.69, 37.68, 67.94,126.81, 77.47, -23.52,215.47, 66.69, -42.95,pen_hold
321.10, 57.25, 173.65, 267.03, 74.22, 142.38, 183.43, -15.84, 55.20, 210.68, 37.66, 67.92,126.95, 77.48, -23.33,215.42, 66.69, -43.00,pen_hold
321.10, 57.25, 173.68, 267.06, 74.24, 142.42, 183.44, -15.82, 55.21, 210.67, 37.66, 67.92,126.70, 77.41, -23.55,215.40, 66.71, -43.00,pen_hold
321.11, 57.26, 173.72, 267.11, 74.26, 142.48, 183.45, -15.81, 55.21, 210.68, 37.69, 67.95,126.61, 77.40, -23.64,215.44, 66.72, -42.93,pen_hold
321.07, 57.26, 173.73, 267.12, 74.26, 142.50, 183.47, -15.81, 55.22, 210.68, 37.70, 67.93,126.76, 77.43, -23.45,215.47, 66.70, -42.88,pen_hold
321.06, 57.26, 173.73, 267.09, 74.28, 142.48, 183.49, -15.80, 55.23, 210.67, 37.70, 67.93,126.74, 77.43, -23.44,215.49, 66.70, -42.84,pen_hold
321.05, 57.28, 173.75, 267.13, 74.27, 142.53, 183.50, -15.80, 55.23, 210.68, 37.71, 67.94,126.69, 77.47, -23.45,215.51, 66.72, -42.80,pen_hold
321.05, 57.28, 173.78, 267.15, 74.27, 142.58, 183.52, -15.79, 55.23, 210.67, 37.71, 67.93,126.65, 77.50, -23.46,215.44, 66.72, -42.86,pen_hold
321.04, 57.30, 173.79, 267.06, 74.30, 142.49, 183.54, -15.79, 55.25, 210.67, 37.69, 67.93,126.75, 77.55, -23.30,215.44, 66.69, -42.86,pen_hold
320.98, 57.31, 173.76, 266.97, 74.28, 142.40, 183.57, -15.81, 55.25, 210.67, 37.68, 67.95,126.81, 77.49, -23.23,215.42, 66.67, -42.86,pen_hold
320.95, 57.31, 173.76, 266.97, 74.28, 142.43, 183.58, -15.80, 55.26, 210.65, 37.68, 67.94,126.68, 77.52, -23.31,215.43, 66.69, -42.81,pen_hold
320.96, 57.30, 173.82, 267.04, 74.29, 142.53, 183.59, -15.78, 55.26, 210.65, 37.71, 67.96,126.52, 77.55, -23.43,215.41, 66.71, -42.82,pen_hold
320.92, 57.31, 173.81, 266.94, 74.29, 142.46, 183.60, -15.79, 55.28, 210.63, 37.67, 67.97,126.54, 77.60, -23.36,215.38, 66.71, -42.84,pen_hold
320.90, 57.30, 173.81, 266.93, 74.28, 142.46, 183.62, -15.78, 55.27, 210.62, 37.68, 67.96,126.52, 77.64, -23.34,215.38, 66.72, -42.84,pen_hold
320.88, 57.31, 173.82, 266.88, 74.28, 142.43, 183.63, -15.77, 55.27, 210.61, 37.66, 67.96,126.51, 77.62, -23.34,215.32, 66.72, -42.88,pen_hold
320.87, 57.33, 173.83, 266.83, 74.31, 142.38, 183.63, -15.78, 55.28, 210.59, 37.65, 67.94,126.35, 77.59, -23.47,215.32, 66.72, -42.85,pen_hold
320.91, 57.34, 173.90, 266.89, 74.31, 142.48, 183.64, -15.77, 55.28, 210.59, 37.67, 67.95,126.05, 77.49, -23.78,215.32, 66.75, -42.84,pen_hold
320.91, 57.35, 173.93, 266.95, 74.31, 142.55, 183.65, -15.76, 55.28, 210.60, 37.69, 67.97,126.05, 77.47, -23.76,215.33, 66.75, -42.81,pen_hold
320.89, 57.36, 173.93, 266.85, 74.34, 142.46, 183.67, -15.77, 55.29, 210.57, 37.65, 67.95,126.16, 77.51, -23.59,215.31, 66.74, -42.81,pen_hold
320.86, 57.36, 173.93, 266.73, 74.35, 142.36, 183.68, -15.76, 55.29, 210.55, 37.63, 67.94,126.15, 77.45, -23.55,215.35, 66.74, -42.72,pen_hold
320.88, 57.37, 173.98, 266.74, 74.36, 142.39, 183.70, -15.73, 55.29, 210.54, 37.66, 67.96,126.07, 77.49, -23.57,215.34, 66.74, -42.73,pen_hold
320.87, 57.39, 174.00, 266.70, 74.35, 142.38, 183.72, -15.70, 55.30, 210.54, 37.67, 67.94,125.94, 77.47, -23.71,215.29, 66.73, -42.78,pen_hold
320.82, 57.40, 173.98, 266.65, 74.34, 142.35, 183.74, -15.71, 55.31, 210.55, 37.66, 67.97,125.99, 77.45, -23.64,215.22, 66.72, -42.84,pen_hold
320.80, 57.38, 173.98, 266.58, 74.34, 142.31, 183.75, -15.69, 55.31, 210.52, 37.66, 67.98,125.95, 77.45, -23.63,215.17, 66.73, -42.86,pen_hold
320.79, 57.38, 174.01, 266.45, 74.36, 142.20, 183.77, -15.67, 55.30, 210.49, 37.66, 67.97,125.92, 77.45, -23.65,215.10, 66.74, -42.94,pen_hold
320.75, 57.39, 174.01, 266.45, 74.34, 142.22, 183.79, -15.67, 55.31, 210.50, 37.64, 67.96,125.87, 77.45, -23.68,215.15, 66.72, -42.85,pen_hold
320.72, 57.40, 174.00, 266.41, 74.34, 142.21, 183.81, -15.64, 55.31, 210.48, 37.64, 67.98,125.62, 77.46, -23.90,215.14, 66.75, -42.86,pen_hold
320.74, 57.37, 174.07, 266.53, 74.36, 142.36, 183.82, -15.60, 55.32, 210.47, 37.67, 67.98,125.48, 77.48, -23.99,215.16, 66.78, -42.81,pen_hold
320.75, 57.39, 174.10, 266.60, 74.38, 142.42, 183.85, -15.60, 55.33, 210.48, 37.68, 67.97,125.61, 77.56, -23.83,215.18, 66.76, -42.79,pen_hold
320.69, 57.39, 174.06, 266.46, 74.38, 142.28, 183.87, -15.63, 55.34, 210.48, 37.66, 67.95,125.72, 77.51, -23.71,215.14, 66.74, -42.83,pen_hold
320.69, 57.41, 174.06, 266.45, 74.40, 142.28, 183.89, -15.62, 55.34, 210.47, 37.67, 67.96,125.61, 77.60, -23.75,215.11, 66.77, -42.83,pen_hold
320.74, 57.42, 174.14, 266.54, 74.42, 142.40, 183.90, -15.59, 55.35, 210.47, 37.73, 67.96,125.33, 77.57, -24.05,215.06, 66.81, -42.88,pen_hold
320.76, 57.41, 174.20, 266.55, 74.42, 142.44, 183.91, -15.57, 55.35, 210.47, 37.76, 67.96,125.36, 77.56, -23.98,215.09, 66.81, -42.82,pen_hold
320.77, 57.43, 174.22, 266.51, 74.42, 142.41, 183.92, -15.58, 55.36, 210.47, 37.74, 67.96,125.46, 77.57, -23.83,215.03, 66.80, -42.88,pen_hold
320.76, 57.43, 174.23, 266.47, 74.44, 142.37, 183.94, -15.59, 55.36, 210.46, 37.74, 67.97,125.32, 77.54, -23.98,215.00, 66.81, -42.90,pen_hold
320.74, 57.43, 174.25, 266.45, 74.46, 142.37, 183.95, -15.57, 55.36, 210.45, 37.75, 67.98,125.18, 77.57, -24.10,214.95, 66.84, -42.93,pen_hold
320.76, 57.43, 174.31, 266.49, 74.46, 142.46, 183.95, -15.54, 55.37, 210.44, 37.76, 68.00,125.03, 77.62, -24.20,215.02, 66.85, -42.81,pen_hold
320.77, 57.43, 174.35, 266.51, 74.46, 142.52, 183.96, -15.54, 55.37, 210.43, 37.77, 68.00,124.93, 77.61, -24.28,215.00, 66.86, -42.80,pen_hold
320.70, 57.43, 174.32, 266.45, 74.46, 142.46, 183.98, -15.56, 55.37, 210.42, 37.75, 68.00,125.04, 77.58, -24.16,214.99, 66.83, -42.81,pen_hold
320.69, 57.43, 174.31, 266.34, 74.47, 142.36, 183.99, -15.56, 55.38, 210.39, 37.73, 67.99,124.98, 77.57, -24.20,214.97, 66.85, -42.79,pen_hold
320.70, 57.43, 174.36, 266.34, 74.50, 142.38, 183.99, -15.55, 55.38, 210.38, 37.75, 68.00,124.81, 77.59, -24.32,214.91, 66.89, -42.83,pen_hold
320.63, 57.41, 174.34, 266.42, 74.51, 142.46, 184.00, -15.53, 55.37, 210.38, 37.78, 68.02,124.75, 77.63, -24.32,214.84, 66.93, -42.90,pen_hold
320.60, 57.42, 174.34, 266.37, 74.51, 142.42, 184.02, -15.54, 55.38, 210.38, 37.75, 68.02,124.90, 77.65, -24.14,214.84, 66.91, -42.89,pen_hold
320.55, 57.41, 174.31, 266.27, 74.50, 142.34, 184.04, -15.54, 55.38, 210.36, 37.75, 67.98,124.83, 77.60, -24.19,214.82, 66.92, -42.89,pen_hold
320.58, 57.41, 174.37, 266.36, 74.52, 142.44, 184.04, -15.52, 55.38, 210.36, 37.79, 67.99,124.55, 77.62, -24.45,214.87, 66.94, -42.80,pen_hold
